ID,source,source_language,target,target_language,x-context-pre,x-context-post
813,Subject:,en,Subject:,es,,<seg>Meet iDISC at Integrated Systems Europe (ISE) in Barcelona</seg>
814,"Hello<bpt i='1'><rpr id=&quot;2&quot;></bpt> {{person.first_name}},<ept i='1'></rpr id=&quot;2&quot; transform=&quot;close&quot;></ept>",en,"Hola,<bpt i='1'><rpr id=&quot;2&quot;></bpt> {{person.first_name}}<ept i='1'></rpr id=&quot;2&quot; transform=&quot;close&quot;></ept>:",es,<seg>Meet iDISC at Integrated Systems Europe (ISE) in Barcelona</seg>,"<seg>I’m Laura García, head of translation services for the electronics and AV industry at iDISC.</seg>"
815,https://info.idisc.com/meetings/lgarcia22/15-min-meeting-ise-2022,en,https://info.idisc.com/meetings/lgarcia22/15-min-meeting-ise-2022,es,<seg><bpt i='1'>&lt;hlnk id=&quot;rId10&quot; fileName=&quot;document.xml&quot; href=&quot;&quot;&gt;</bpt>Here’s<ept i='1'>&lt;/hlnk&gt;</ept> a direct <bpt i='2' type='bold'>{}</bpt>link<ept i='2'>{}</ept> to my schedule.</seg>,<seg>We look forward to seeing you there.</seg>
816,We look forward to seeing you there.,en,Esperamos verte allí.,es,<seg>https://info.idisc.com/meetings/lgarcia22/15-min-meeting-ise-2022</seg>,"<seg>Kind regards,</seg>"
817,"Kind regards,",en,"Atentamente,",es,<seg>We look forward to seeing you there.</seg>,<seg>Laura.</seg>
818,Laura.,en,Laura,es,"<seg>Kind regards,</seg>",
819,Meet iDISC at Integrated Systems Europe (ISE) in Barcelona,en,Reúnete con iDISC en Integrated Systems Europe (ISE) en Barcelona,es,<seg>Subject:</seg>,"<seg>Hello<bpt i='1'>&lt;rpr id=&quot;2&quot;&gt;</bpt> {{person.first_name}},<ept i='1'>&lt;/rpr id=&quot;2&quot; transform=&quot;close&quot;&gt;</ept></seg>"
820,"I’m Laura García, head of translation services for the electronics and AV industry at iDISC.",en,"Soy Laura García, responsable del servicio de traducciones para el sector audiovisual y de electrónica en iDISC.",es,"<seg>Hello<bpt i='1'>&lt;rpr id=&quot;2&quot;&gt;</bpt> {{person.first_name}},<ept i='1'>&lt;/rpr id=&quot;2&quot; transform=&quot;close&quot;&gt;</ept></seg>","<seg>I contacted you a few days ago to invite you to visit us at ISE, as I believe we can help boost the international profile of your company in an affordable and effective way, thanks to our specialized multilingual translation solutions.</seg>"
821,"I contacted you a few days ago to invite you to visit us at ISE, as I believe we can help boost the international profile of your company in an affordable and effective way, thanks to our specialized multilingual translation solutions.",en,"Hace unos días me puse en contacto contigo para invitarte a visitarnos en el congreso ISE, ya que creo que podríamos ayudaros a impulsar el perfil internacional de vuestra empresa de forma eficaz y asequible gracias a nuestras soluciones de traducción especializada multilingüe.",es,"<seg>I’m Laura García, head of translation services for the electronics and AV industry at iDISC.</seg>",<seg>Will you be going to ISE?</seg>
822,Will you be going to ISE?,en,¿Asistirás al ISE?,es,"<seg>I contacted you a few days ago to invite you to visit us at ISE, as I believe we can help boost the international profile of your company in an affordable and effective way, thanks to our specialized multilingual translation solutions.</seg>",<seg>We would love to see you at our stand (4A150) during the event and have a chat.</seg>
823,We would love to see you at our stand (4A150) during the event and have a chat.,en,Nos encantaría que visitaras nuestro estand (4A150) durante el evento para poder hablar contigo.,es,<seg>Will you be going to ISE?</seg>,<seg>You can also set up a meeting with me on the day that suits you best.</seg>
824,You can also set up a meeting with me on the day that suits you best.,en,También puedes concertar una reunión conmigo el día que prefieras.,es,<seg>We would love to see you at our stand (4A150) during the event and have a chat.</seg>,<seg><bpt i='1'>&lt;hlnk id=&quot;rId10&quot; fileName=&quot;document.xml&quot; href=&quot;&quot;&gt;</bpt>Here’s<ept i='1'>&lt;/hlnk&gt;</ept> a direct <bpt i='2' type='bold'>{}</bpt>link<ept i='2'>{}</ept> to my schedule.</seg>
825,<bpt i='1'><hlnk id=&quot;rId10&quot; fileName=&quot;document.xml&quot; href=&quot;&quot;></bpt>Here’s<ept i='1'></hlnk></ept> a direct <bpt i='2' type='bold'>{}</bpt>link<ept i='2'>{}</ept> to my schedule.,en,<bpt i='1'><hlnk id=&quot;rId10&quot; fileName=&quot;document.xml&quot; href=&quot;&quot;></bpt>Aquí<ept i='1'></hlnk></ept> tienes un <bpt i='2' type='bold'>{}</bpt>enlace<ept i='2'>{}</ept> directo a mi agenda.,es,<seg>You can also set up a meeting with me on the day that suits you best.</seg>,<seg>https://info.idisc.com/meetings/lgarcia22/15-min-meeting-ise-2022</seg>
826,<bpt i='1' type='bold'>{}</bpt>EXPANDED SERVICES<ept i='1'>{}</ept>,en,<bpt i='1' type='bold'>{}</bpt>SERVICIOS AMPLIADOS<ept i='1'>{}</ept>,es,,<seg><bpt i='1' type='bold'>{}</bpt>EXPANDED SERVICES<ept i='1'>{}</ept></seg>
827,"We are a company with over 30 years’ experience composed of a diverse team <bpt i='1' type='bold'>{}</bpt>specializing in translation, localization, transcreation, and digital solutions<ept i='1'>{}</ept>.",en,"Somos una empresa con más de 30 años de experiencia que está compuesta por un equipo multidisciplinar <bpt i='1' type='bold'>{}</bpt>especializado en traducción, localización, transcreación y soluciones digitales.<ept i='1'>{}</ept>",es,<seg><bpt i='1' type='bold'>{}</bpt>EXPANDED SERVICES<ept i='1'>{}</ept></seg>,<seg>Our mission is to provide reliable products and services to improve communication and content management</seg>
828,Our mission is to provide reliable products and services to improve communication and content management,en,Nuestra misión es proporcionar productos y servicios excepcionales para mejorar la comunicación y la gestión de contenidos.,es,"<seg>We are a company with over 30 years’ experience composed of a diverse team <bpt i='1' type='bold'>{}</bpt>specializing in translation, localization, transcreation, and digital solutions<ept i='1'>{}</ept>.</seg>","<seg>We are a strategic ally for our clients as they work to achieve their goals, because we promote solid long-term relationships based on the <bpt i='1' type='bold'>{}</bpt>quality of our services, our personal touch, and the fulfillment of commitments<ept i='1'>{}</ept>.</seg>"
829,"We are a strategic ally for our clients as they work to achieve their goals, because we promote solid long-term relationships based on the <bpt i='1' type='bold'>{}</bpt>quality of our services, our personal touch, and the fulfillment of commitments<ept i='1'>{}</ept>.",en,"Somos un aliado estratégico de nuestros clientes en la consecución de sus objetivos porque fomentamos relaciones sólidas a largo plazo que se basan en <bpt i='1' type='bold'>{}</bpt>la calidad de nuestros servicios, nuestro estilo personal y el cumplimiento de los compromisos asumidos.<ept i='1'>{}</ept>",es,<seg>Our mission is to provide reliable products and services to improve communication and content management</seg>,<seg><bpt i='1' type='bold'>{}</bpt><bpt i='2'>&lt;rpr id=&quot;1&quot;&gt;</bpt>EXPANDED <ept i='2'>&lt;/rpr id=&quot;1&quot; transform=&quot;close&quot;&gt;</ept><bpt i='3'>&lt;rpr id=&quot;2&quot;&gt;</bpt>SERVICES<ept i='1'>{}</ept><ept i='3'>&lt;/rpr id=&quot;2&quot; transform=&quot;close&quot;&gt;</ept></seg>
830,<bpt i='1'><rpr id=&quot;1&quot;></bpt><bpt i='2' type='bold'>{}</bpt>EXPANDED <ept i='2'>{}</ept><ept i='1'></rpr id=&quot;1&quot; transform=&quot;close&quot;></ept><bpt i='3'><rpr id=&quot;2&quot;></bpt><bpt i='4' type='bold'>{}</bpt>SERVICES<ept i='4'>{}</ept><ept i='3'></rpr id=&quot;2&quot; transform=&quot;close&quot;></ept>,en,<bpt i='1'><rpr id=&quot;1&quot;></bpt><bpt i='2' type='bold'>{}</bpt>SERVICIOS <ept i='2'>{}</ept><ept i='1'></rpr id=&quot;1&quot; transform=&quot;close&quot;></ept><bpt i='3'><rpr id=&quot;2&quot;></bpt><bpt i='4' type='bold'>{}</bpt>AMPLIADOS<ept i='4'>{}</ept><ept i='3'></rpr id=&quot;2&quot; transform=&quot;close&quot;></ept>,es,"<seg>We are a strategic ally for our clients as they work to achieve their goals, because we promote solid long-term relationships based on the <bpt i='1' type='bold'>{}</bpt>quality of our services, our personal touch, and the fulfillment of commitments<ept i='1'>{}</ept>.</seg>",<seg><bpt i='1' type='bold'>{}</bpt>Our services<ept i='1'>{}</ept></seg>
831,<bpt i='1' type='bold'>{}</bpt>Our services<ept i='1'>{}</ept>,en,<bpt i='1' type='bold'>{}</bpt>Nuestros servicios<ept i='1'>{}</ept>,es,<seg><bpt i='1' type='bold'>{}</bpt><bpt i='2'>&lt;rpr id=&quot;1&quot;&gt;</bpt>EXPANDED <ept i='2'>&lt;/rpr id=&quot;1&quot; transform=&quot;close&quot;&gt;</ept><bpt i='3'>&lt;rpr id=&quot;2&quot;&gt;</bpt>SERVICES<ept i='1'>{}</ept><ept i='3'>&lt;/rpr id=&quot;2&quot; transform=&quot;close&quot;&gt;</ept></seg>,<seg>STAFFING</seg>
832,STAFFING,en,STAFFING,es,<seg><bpt i='1' type='bold'>{}</bpt>Our services<ept i='1'>{}</ept></seg>,<seg>SUBTITLING</seg>
833,SUBTITLING,en,SUBTITULACIÓN,es,<seg>STAFFING</seg>,<seg>TRANSCRIPTION</seg>
834,TRANSCRIPTION,en,TRANSCRIPCIÓN,es,<seg>SUBTITLING</seg>,<seg>VOICE-OVER</seg>
835,VOICE-OVER,en,VOZ EN OFF,es,<seg>TRANSCRIPTION</seg>,<seg>ZOOM INTERPRETING</seg>
836,ZOOM INTERPRETING,en,INTERPRETACIÓN A TRAVÉS DE ZOOM,es,<seg>VOICE-OVER</seg>,<seg><bpt i='1' type='bold'>{}</bpt>EXPANDED SERVICES<ept i='1'>{}</ept></seg>
837,<bpt i='1' type='italic'>{}</bpt>Staffing<ept i='1'>{}</ept> is the process of finding the right worker with appropriate qualifications or experience and recruiting them to fill a job position or role.,en,La <bpt i='1' type='italic'>{}</bpt>dotación de personal <ept i='1'>{}</ept>o staffing es el proceso de encontrar al trabajador adecuado con las cualificaciones o la experiencia apropiadas y contratarlo para cubrir un puesto de trabajo o una función.,es,<seg>STAFFING</seg>,<seg>We are the local experts in building teams.</seg>
838,We are the local experts in building teams.,en,Somos expertos en creación de equipos,es,<seg><bpt i='1' type='italic'>{}</bpt>Staffing<ept i='1'>{}</ept> is the process of finding the right worker with appropriate qualifications or experience and recruiting them to fill a job position or role.</seg>,<seg>We can build a team for you.</seg>
839,We can build a team for you.,en,y podemos hacerlo por ti localmente.,es,<seg>We are the local experts in building teams.</seg>,<seg>Staffing helps to find and hire people who are qualified to fill your job position and who will benefit your company.</seg>
840,Staffing helps to find and hire people who are qualified to fill your job position and who will benefit your company.,en,La dotación de personal ayuda a encontrar y contratar a personas cualificadas para cubrir un puesto de trabajo y que beneficiarán a tu empresa.,es,<seg>We can build a team for you.</seg>,<seg>It also improves the quality and quantity of work done by your company as we provide you with the optimum people.</seg>
841,It also improves the quality and quantity of work done by your company as we provide you with the optimum people.,en,"Puesto que te proporcionamos el personal más indicado, también mejora la calidad y la cantidad del trabajo que tu empresa puede hacer.",es,<seg>Staffing helps to find and hire people who are qualified to fill your job position and who will benefit your company.</seg>,<seg>We’ll take you through the following steps and help you with your local resources:</seg>
842,We’ll take you through the following steps and help you with your local resources:,en,Te guiaremos por los siguientes pasos y te ayudaremos con los recursos locales:,es,<seg>It also improves the quality and quantity of work done by your company as we provide you with the optimum people.</seg>,<seg>Recruitment</seg>
843,Recruitment,en,Reclutamiento,es,<seg>We’ll take you through the following steps and help you with your local resources:</seg>,<seg>Selection</seg>
844,Selection,en,Selección,es,<seg>Recruitment</seg>,<seg>Employment</seg>
845,Employment,en,Contratación,es,<seg>Selection</seg>,<seg>Training</seg>
846,Training,en,Formación,es,<seg>Employment</seg>,<seg>Retaining</seg>
847,Retaining,en,Retención,es,<seg>Training</seg>,<seg>Cost is calculated on a fixed monthly fee.</seg>
848,Cost is calculated on a fixed monthly fee.,en,El coste se calcula a partir de una cuota mensual fija.,es,<seg>Retaining</seg>,<seg><bpt i='1' type='bold'>{}</bpt>EXPANDED<ept i='1'>{}</ept></seg>
849,<bpt i='1' type='bold'>{}</bpt>EXPANDED<ept i='1'>{}</ept>,en,<bpt i='1' type='bold'>{}</bpt>SERVICIOS<ept i='1'>{}</ept>,es,<seg>Cost is calculated on a fixed monthly fee.</seg>,<seg><bpt i='1' type='bold'>{}</bpt>SERVICES<ept i='1'>{}</ept></seg>
850,<bpt i='1' type='bold'>{}</bpt>SERVICES<ept i='1'>{}</ept>,en,<bpt i='1' type='bold'>{}</bpt>AMPLIADOS<ept i='1'>{}</ept>,es,<seg><bpt i='1' type='bold'>{}</bpt>EXPANDED<ept i='1'>{}</ept></seg>,<seg><bpt i='1' type='bold'>{}</bpt>Our services<ept i='1'>{}</ept></seg>
851,Subtitling is the process of adding written text to any audio-visual media to show what is being said.,en,La subtitulación es el proceso de añadir texto escrito a cualquier medio audiovisual para mostrar lo que se dice.,es,<seg>SUBTITLING</seg>,"<seg>We can handle Closed Captioning for audio impaired, or full translation of audio in subtitled text.</seg>"
852,"We can handle Closed Captioning for audio impaired, or full translation of audio in subtitled text.",en,Podemos encargarnos de los subtítulos en el mismo idioma para personas con problemas de audición o bien de la traducción completa del audio en texto subtitulado.,es,<seg>Subtitling is the process of adding written text to any audio-visual media to show what is being said.</seg>,<seg>Just provide us with the brief and source files.</seg>
853,Just provide us with the brief and source files.,en,"Tan solo necesitamos los archivos de origen y las instrucciones,",es,"<seg>We can handle Closed Captioning for audio impaired, or full translation of audio in subtitled text.</seg>",<seg>We take care of the rest.</seg>
854,We take care of the rest.,en,nosotros nos encargamos del resto.,es,<seg>Just provide us with the brief and source files.</seg>,<seg>iDISC can create this from the audio of the video as an additional transcription service.</seg>
855,iDISC can create this from the audio of the video as an additional transcription service.,en,iDISC puede crear los subtítulos a partir del audio del vídeo como servicio adicional de transcripción.,es,<seg>We take care of the rest.</seg>,"<seg>Information the customer should provide, if the video is not available at the time of quoting:</seg>"
856,"Information the customer should provide, if the video is not available at the time of quoting:",en,"Si el vídeo no está disponible en el momento de hacer el presupuesto, necesitaremos la siguiente información:",es,<seg>iDISC can create this from the audio of the video as an additional transcription service.</seg>,<seg>Audio language</seg>
857,Audio language,en,Idioma del audio,es,"<seg>Information the customer should provide, if the video is not available at the time of quoting:</seg>",<seg>Language in subtitles</seg>
858,Language in subtitles,en,Idioma de los subtítulos,es,<seg>Audio language</seg>,"<seg>Type of video: interview, discussion, educational...</seg>"
859,"Type of video: interview, discussion, educational...",en,"Tipo de vídeo: entrevista, debate, educativo...",es,<seg>Language in subtitles</seg>,<seg>Number of speakers (one voice or several)</seg>
860,Number of speakers (one voice or several),en,Número de personas que hay que subtitular (una voz o varias),es,"<seg>Type of video: interview, discussion, educational...</seg>",<seg>Total length of video in minutes</seg>
861,Total length of video in minutes,en,Duración total del vídeo en minutos,es,<seg>Number of speakers (one voice or several)</seg>,<seg>Quality expected</seg>
862,Quality expected,en,Calidad esperada,es,<seg>Total length of video in minutes</seg>,<seg>The price of subtitling depends on various factors:</seg>
863,The price of subtitling depends on various factors:,en,El precio del servicio de subtitulación depende de varios factores:,es,<seg>Quality expected</seg>,<seg>length of the video;</seg>
864,length of the video;,en,duración del vídeo,es,<seg>The price of subtitling depends on various factors:</seg>,"<seg>translation, if required</seg>"
865,"translation, if required",en,"traducción, si es necesaria",es,<seg>length of the video;</seg>,<seg>embedded subtitles in video media or separate file</seg>
866,embedded subtitles in video media or separate file,en,subtítulos incrustados en medios de vídeo o en un archivo aparte,es,"<seg>translation, if required</seg>",<seg>total service and uploading to platforms of choice.</seg>
867,total service and uploading to platforms of choice.,en,servicio completo si se desea que lo publiquemos en plataformas,es,<seg>embedded subtitles in video media or separate file</seg>,<seg>Cost is calculated on a fee per minute</seg>
868,Cost is calculated on a fee per minute,en,El coste se calcula a partir de una tarifa por minuto,es,<seg>total service and uploading to platforms of choice.</seg>,<seg>based on source and target languages.</seg>
869,based on source and target languages.,en,en función de las lenguas de origen y de destino.,es,<seg>Cost is calculated on a fee per minute</seg>,<seg><bpt i='1' type='bold'>{}</bpt>EXPANDED SERVICES<ept i='1'>{}</ept></seg>
870,"Transcription is the conversion of hand-written or unclear text to clear, word-processed text or most likely of audio to text for translation and subtitling purposes.",en,"La transcripción es la conversión de un texto escrito a mano o poco claro a un texto claro escrito por ordenador o, más habitualmente, de un audio a un texto para traducirlo o convertirlo en subtítulos.",es,<seg>TRANSCRIPTION</seg>,"<seg>While transcription services can be addressed to many sectors, including legal and medical, we focus on AI and Media subtitling purposes.</seg>"
871,"While transcription services can be addressed to many sectors, including legal and medical, we focus on AI and Media subtitling purposes.",en,"Aunque los servicios de transcripción tienen cabida en muchos sectores, entre ellos el jurídico y el médico, nosotros nos centramos en el subtitulado para IA y contenidos multimedia.",es,"<seg>Transcription is the conversion of hand-written or unclear text to clear, word-processed text or most likely of audio to text for translation and subtitling purposes.</seg>","<seg>Depending on the final usage of transcriptions, they can be literal or natural.</seg>"
872,"Depending on the final usage of transcriptions, they can be literal or natural.",en,"Según el uso final de las transcripciones, pueden ser literales o naturales.",es,"<seg>While transcription services can be addressed to many sectors, including legal and medical, we focus on AI and Media subtitling purposes.</seg>",<seg>We use the latest technology from partners to support human</seg>
873,We use the latest technology from partners to support human,en,Utilizamos la tecnología disponible más reciente para facilitar la labor de los transcriptores,es,"<seg>Depending on the final usage of transcriptions, they can be literal or natural.</seg>",<seg>transcribers in order to reach the highest accuracy and the fastest productivity ratios.</seg>
874,transcribers in order to reach the highest accuracy and the fastest productivity ratios.,en,humanos a fin de alcanzar la máxima precisión y los índices de productividad más rápidos.,es,<seg>We use the latest technology from partners to support human</seg>,"<seg>Transcription is the first step to subtitling, or the way to produce reports and index data.</seg>"
875,"Transcription is the first step to subtitling, or the way to produce reports and index data.",en,"La transcripción es el primer paso para la subtitulación, o la forma de elaborar informes e indexar datos.",es,<seg>transcribers in order to reach the highest accuracy and the fastest productivity ratios.</seg>,<seg>Cost of this service is calculated per-minute of source audio file (Volume discounts provided).</seg>
876,Cost of this service is calculated per-minute of source audio file (Volume discounts provided).,en,El coste de este servicio se calcula por minuto de archivo de audio de origen (con descuentos por volumen).,es,"<seg>Transcription is the first step to subtitling, or the way to produce reports and index data.</seg>",<seg><bpt i='1' type='bold'>{}</bpt>EXPANDED<ept i='1'>{}</ept></seg>
877,"Voice-over is a production technique where a voice is used in radio or television, advertising or in documentaries.",en,"La voz en off es una técnica de producción en la que se utiliza una voz en radio o televisión, en publicidad o en documentales.",es,<seg>VOICE-OVER</seg>,<seg>The voice-over is read from a script and may be spoken by someone who appears as a narrator or overlapping the original actors voices.</seg>
878,The voice-over is read from a script and may be spoken by someone who appears as a narrator or overlapping the original actors voices.,en,La voz en off se lee a partir de un guion y la pone un narrador o se superpone a las voces de los actores originales.,es,"<seg>Voice-over is a production technique where a voice is used in radio or television, advertising or in documentaries.</seg>","<seg>Synchronous dialogue, where the voice-over is heard at the same pace as the action taking place, remains the most common technique in voice-overs.</seg>"
879,"Synchronous dialogue, where the voice-over is heard at the same pace as the action taking place, remains the most common technique in voice-overs.",en,"La técnica más habitual sigue siendo el diálogo sincrónico, en el que la voz en off se escucha al mismo ritmo que la acción que tiene lugar.",es,<seg>The voice-over is read from a script and may be spoken by someone who appears as a narrator or overlapping the original actors voices.</seg>,<seg>It is also known as dubbing or lip synchronizing.</seg>
880,It is also known as dubbing or lip synchronizing.,en,También se conoce como doblaje o sincronía de labios y,es,"<seg>Synchronous dialogue, where the voice-over is heard at the same pace as the action taking place, remains the most common technique in voice-overs.</seg>",<seg>Several actors might be needed.</seg>
881,Several actors might be needed.,en,se pueden necesitar varios actores.,es,<seg>It is also known as dubbing or lip synchronizing.</seg>,"<seg>Asynchronous, however, is usually pre-recorded and placed over the top of a film or video and commonly used in documentaries or news reports to explain visual information.</seg>"
882,"Asynchronous, however, is usually pre-recorded and placed over the top of a film or video and commonly used in documentaries or news reports to explain visual information.",en,"En cambio, el diálogo asíncrono suele estar pregrabado y se superpone a una película o un vídeo. Suele utilizarse en documentales o reportajes para explicar la información visual.",es,<seg>Several actors might be needed.</seg>,<seg><bpt i='1' type='bold'>{}</bpt>iDISC has partner recording studios in Barcelona and Mexico<ept i='1'>{}</ept>.</seg>
883,<bpt i='1' type='bold'>{}</bpt>iDISC has partner recording studios in Barcelona and Mexico<ept i='1'>{}</ept>.,en,<bpt i='1' type='bold'>{}</bpt>iDISC cuenta con estudios de grabación asociados en Barcelona y México.<ept i='1'>{}</ept>,es,"<seg>Asynchronous, however, is usually pre-recorded and placed over the top of a film or video and commonly used in documentaries or news reports to explain visual information.</seg>","<seg>Voice-over will be done by a certified voice talent, recorded in a professional sound recording studio.</seg>"
884,"Voice-over will be done by a certified voice talent, recorded in a professional sound recording studio.",en,La voz la pondrá un locutor certificado y se grabará en un estudio de grabación con sonido profesional.,es,<seg><bpt i='1' type='bold'>{}</bpt>iDISC has partner recording studios in Barcelona and Mexico<ept i='1'>{}</ept>.</seg>,<seg>Fully mastered audio files will be delivered unless otherwise stated in the brief.</seg>
885,Fully mastered audio files will be delivered unless otherwise stated in the brief.,en,"Los archivos de audio se entregarán totalmente masterizados, a menos que se indique lo contrario en las instrucciones.",es,"<seg>Voice-over will be done by a certified voice talent, recorded in a professional sound recording studio.</seg>",<seg>The quality of the recording will match or exceed the quality of the source recording.</seg>
886,The quality of the recording will match or exceed the quality of the source recording.,en,La calidad de la grabación será igual o superior a la de la grabación de origen.,es,<seg>Fully mastered audio files will be delivered unless otherwise stated in the brief.</seg>,<seg>Synthetic voice-over is another service we can provide support on.</seg>
887,Synthetic voice-over is another service we can provide support on.,en,Otro de los servicios que ofrecemos es la voz en off sintética.,es,<seg>The quality of the recording will match or exceed the quality of the source recording.</seg>,"<seg>These synthetic voices can be adapted to match the target locale, for example Spanish for Spain, or Spanish for Mexico.</seg>"
888,"These synthetic voices can be adapted to match the target locale, for example Spanish for Spain, or Spanish for Mexico.",en,"Estas voces sintéticas pueden adaptarse al idioma de destino, por ejemplo, el español de España o el de México.",es,<seg>Synthetic voice-over is another service we can provide support on.</seg>,<seg>The price of voice-over depends on various factors:</seg>
889,The price of voice-over depends on various factors:,en,El precio del servicio de voz en off depende de varios factores:,es,"<seg>These synthetic voices can be adapted to match the target locale, for example Spanish for Spain, or Spanish for Mexico.</seg>",<seg>human or synthetic voice-over service.</seg>
890,human or synthetic voice-over service.,en,"servicio de voz en off, humana o sintética",es,<seg>The price of voice-over depends on various factors:</seg>,<seg>the language combination and specific variant of source and target.</seg>
891,the language combination and specific variant of source and target.,en,la combinación de idiomas y la variante específica de origen y destino,es,<seg>human or synthetic voice-over service.</seg>,<seg>the length or duration of the audio.</seg>
892,the length or duration of the audio.,en,el tiempo o duración del audio,es,<seg>the language combination and specific variant of source and target.</seg>,<seg>Cost calculated on a fee per minute.</seg>
893,Cost calculated on a fee per minute.,en,El coste se calcula a partir de una tarifa por minuto.,es,<seg>the length or duration of the audio.</seg>,<seg><bpt i='1' type='bold'>{}</bpt><bpt i='2'>&lt;rpr id=&quot;1&quot;&gt;</bpt>EXPANDED <ept i='2'>&lt;/rpr id=&quot;1&quot; transform=&quot;close&quot;&gt;</ept><bpt i='3'>&lt;rpr id=&quot;2&quot;&gt;</bpt>SERVICES<ept i='1'>{}</ept><ept i='3'>&lt;/rpr id=&quot;2&quot; transform=&quot;close&quot;&gt;</ept></seg>
894,Communication in multilingual environments is now easier with Zoom and its interpreting option.,en,La comunicación en entornos multilingües ahora es más fácil que nunca gracias a Zoom y su opción de interpretación.,es,<seg>ZOOM INTERPRETING</seg>,<seg>Zoom has the option to enable Language Interpretation to include interpreters in meetings and webinars.</seg>
895,Zoom has the option to enable Language Interpretation to include interpreters in meetings and webinars.,en,Zoom tiene la opción de activar la interpretación de idiomas para incluir intérpretes en las reuniones y seminarios web.,es,<seg>Communication in multilingual environments is now easier with Zoom and its interpreting option.</seg>,<seg>Up to 20 interpreters are able to join and interpret during a Zoom session.</seg>
896,Up to 20 interpreters are able to join and interpret during a Zoom session.,en,En una sesión de Zoom pueden participar e interpretar hasta 20 intérpretes.,es,<seg>Zoom has the option to enable Language Interpretation to include interpreters in meetings and webinars.</seg>,<seg>This interpretation feature allows interpreters to provide their own audio channels for the language they are translating to.</seg>
897,This interpretation feature allows interpreters to provide their own audio channels for the language they are translating to.,en,Esta función permite a los intérpretes ofrecer sus propios canales de audio para el idioma al que están traduciendo.,es,<seg>Up to 20 interpreters are able to join and interpret during a Zoom session.</seg>,<seg>Attendees can then select the appropriate audio channel to hear the translated audio in the language of their choice.</seg>
898,Attendees can then select the appropriate audio channel to hear the translated audio in the language of their choice.,en,Los asistentes pueden seleccionar el canal apropiado para escuchar el audio traducido en el idioma que elijan.,es,<seg>This interpretation feature allows interpreters to provide their own audio channels for the language they are translating to.</seg>,<seg>The listener can either mute the original audio or hear it at a lower volume with their chosen language on top.</seg>
899,The listener can either mute the original audio or hear it at a lower volume with their chosen language on top.,en,El receptor puede silenciar el audio original o escucharlo a un volumen más bajo con el idioma elegido superpuesto.,es,<seg>Attendees can then select the appropriate audio channel to hear the translated audio in the language of their choice.</seg>,"<seg>Multinational, multicultural and geographically dispersed teams can gather and communicate in real time or attend trainings and live sessions.</seg>"
900,"Multinational, multicultural and geographically dispersed teams can gather and communicate in real time or attend trainings and live sessions.",en,"De esta manera, equipos multinacionales, multiculturales y geográficamente dispersos pueden reunirse y comunicarse en tiempo real o asistir a formaciones y sesiones en directo.",es,<seg>The listener can either mute the original audio or hear it at a lower volume with their chosen language on top.</seg>,<seg>Maximum flexibility of availability and the lowest costs (compared to traditional interpreting)</seg>
901,Maximum flexibility of availability and the lowest costs (compared to traditional interpreting),en,Máxima flexibilidad en cuanto a disponibilidad y costes más bajos (en comparación con la interpretación tradicional).,es,"<seg>Multinational, multicultural and geographically dispersed teams can gather and communicate in real time or attend trainings and live sessions.</seg>",<seg>Cost of service is calculated by the hour at a very competitive rate on the actual time of the online session.</seg>
902,Cost of service is calculated by the hour at a very competitive rate on the actual time of the online session.,en,El coste del servicio se calcula por horas a una tarifa muy competitiva a partir del tiempo real de la sesión en línea.,es,<seg>Maximum flexibility of availability and the lowest costs (compared to traditional interpreting)</seg>,<seg>No other costs attached unlike with traditional interpreting.</seg>
903,No other costs attached unlike with traditional interpreting.,en,"A diferencia de la interpretación tradicional, no hay otros costes asociados.",es,<seg>Cost of service is calculated by the hour at a very competitive rate on the actual time of the online session.</seg>,<seg><bpt i='1' type='bold'>{}</bpt>EXPANDED SERVICES<ept i='1'>{}</ept></seg>
904,<bpt i='1' type='bold'>{}</bpt>What sets us apart<ept i='1'>{}</ept>,en,<bpt i='1' type='bold'>{}</bpt>Qué nos distingue<ept i='1'>{}</ept>,es,<seg><bpt i='1' type='bold'>{}</bpt>EXPANDED SERVICES<ept i='1'>{}</ept></seg>,<seg><bpt i='1' type='bold'>{}</bpt>Wide Availability<ept i='1'>{}</ept></seg>
905,<bpt i='1' type='bold'>{}</bpt>Wide Availability<ept i='1'>{}</ept>,en,<bpt i='1' type='bold'>{}</bpt>Amplia disponibilidad<ept i='1'>{}</ept>,es,<seg><bpt i='1' type='bold'>{}</bpt>What sets us apart<ept i='1'>{}</ept></seg>,<seg>Offices in Europe and America:</seg>
906,Offices in Europe and America:,en,Oficinas en Europa y América:,es,<seg><bpt i='1' type='bold'>{}</bpt>Wide Availability<ept i='1'>{}</ept></seg>,<seg>Barcelona</seg>
907,Barcelona,en,Barcelona,es,<seg>Offices in Europe and America:</seg>,<seg>Xalapa</seg>
908,Miami,en,Miami,es,<seg>Porto Alegre</seg>,<seg><bpt i='1' type='bold'>{}</bpt>Great Flexibility<ept i='1'>{}</ept></seg>
909,<bpt i='1' type='bold'>{}</bpt>Great Flexibility<ept i='1'>{}</ept>,en,<bpt i='1' type='bold'>{}</bpt>Gran flexibilidad<ept i='1'>{}</ept>,es,<seg>Miami</seg>,<seg>Modeled teams to handle small daily workflows or large-scale projects.</seg>
