id,source,target
document.mqxliff_1829,Tightening torque:,Par de apriete:
document.mqxliff_1830,39 ± 5 N·m,39 ± 5 N·m
document.mqxliff_1831,Install the under skid plate and engine room under cover front.,Instale la placa protectora inferior y la cubierta inferior delantera del compartimiento del motor.
document.mqxliff_1832,Refill with specified quantity of engine oil.,Rellene el depósito con la cantidad de aceite especificada.
document.mqxliff_1833,Specified Engine Oil,Aceite de motor especificado
document.mqxliff_1834,ACEA classification:,Clasificación ACEA:
document.mqxliff_1835,"""For service A1/B1, A3/B3, A3/B4 or A5/B5""","""Para servicio A1/B1, A3/B3, A3/B4 o A5/B5"""
document.mqxliff_1836,ILSAC classification:,Clasificación ILSAC:
document.mqxliff_1837,ILSAC certificated oil,Aceite certificado ILSAC
document.mqxliff_1838,API classification:,Clasificación API:
document.mqxliff_1839,"""For service SG or higher""","""Para servicio SG o superior"""
document.mqxliff_1840,Total quantity (Includes volume inside engine oil filter):,Cantidad total (incluye el volumen en el interior del filtro de aceite):
document.mqxliff_1841,4.3 L,"4,3 l"
document.mqxliff_1842,note,nota
document.mqxliff_1843,Select engine oil of the proper SAE viscosity number according to the atmospheric temperature.,Seleccione un aceite de motor con el número de viscosidad SAE adecuado en función de la temperatura atmosférica.
document.mqxliff_1844,"SAE 0W-30, 5W-30, and 5W-40 engine oils can only be used if they meet ACEA A3/B3, A3/B4 or A5/B5 and API SG (or higher) specification.","Los tipos de aceite para motor SAE 0W-30, 5W-30 y 5W-40 sólo se pueden utilizar si cumplen las especificaciones de ACEA A3/B3, A3/B4 ó A5/B5 y API SG (o superior)."
document.mqxliff_1845,Install the engine oil filler cap.,Instale el tapón de llenado de aceite del motor.
document.mqxliff_1846,Check engine oil level.,Compruebe el nivel de aceite del motor.
document.mqxliff_1847,<4N15-Vehicles without diesel particulate filter (DPF)>,<4N15-Vehículos sin filtro de partículas diésel (DPF)>
document.mqxliff_1848,Start the engine and allow it to warm up until the temperature of the coolant reaches 80°C to 90°C.,Ponga en marcha el motor y deje que se caliente hasta que el refrigerante alcance una temperatura de 80°C a 90°C.
document.mqxliff_1849,Remove the oil filler cap.,Quite el tapón de llenado de aceite.
document.mqxliff_1850,Remove the under skid plate and engine room under cover front.,Extraiga la placa protectora inferior y la cubierta inferior delantera del compartimiento del motor.
document.mqxliff_1851,warning,atención
document.mqxliff_1852,Use care as oil could be hot.,"Tenga cuidado, ya que el aceite puede estar caliente."
document.mqxliff_1853,Remove the oil drain plug to drain oil.,Quite el tapón de drenaje de aceite para vaciar el aceite.
document.mqxliff_1854,"Install a new oil drain plug gasket, and then tighten the drain plug to the specified torque.","Instale la nueva junta del tapón de drenaje de aceite y, luego, apriete el tapón de drenaje al par especificado."
document.mqxliff_1855,Tightening torque:,Par de apriete:
document.mqxliff_1856,39 ± 5 N·m,39 ± 5 N·m
document.mqxliff_1857,Install the under skid plate and engine room under cover front.,Instale la placa protectora inferior y la cubierta inferior delantera del compartimiento del motor.
document.mqxliff_1858,Refill with specified quantity of oil.,Rellene el depósito con la cantidad de aceite especificada.
document.mqxliff_1859,Specified Engine Oil,Aceite de motor especificado
document.mqxliff_1860,ACEA classification:,Clasificación ACEA:
document.mqxliff_1861,"""For service A1/B1, A3/B3, A3/B4 or A5/B5""","""Para servicio A1/B1, A3/B3, A3/B4 o A5/B5"""
document.mqxliff_1862,API classification:,Clasificación API:
document.mqxliff_1863,"""For service CD or higher""","""Para servicio CD o superior"""
document.mqxliff_1864,Total quantity (Includes volume inside oil filter and oil cooler):,Cantidad total (incluye el volumen en el interior del filtro de aceite y el enfriador de aceite):
document.mqxliff_1865,7.4L,"7,4 l"
document.mqxliff_1866,note,nota
document.mqxliff_1867,Select engine oil of the proper SAE viscosity number according to the atmospheric temperature.,Seleccione un aceite de motor con el número de viscosidad SAE adecuado en función de la temperatura atmosférica.
document.mqxliff_1868,Install the oil filler cap.,Instale el tapón de llenado de aceite.
document.mqxliff_1869,Check oil level.,Compruebe el nivel de aceite.
document.mqxliff_1870,<4N15-Vehicles with diesel particulate filter (DPF)>,<4N15-Vehículos con filtro de partículas diésel (DPF)>
document.mqxliff_1871,Start the engine and allow it to warm up until the temperature of the coolant reaches 80°C to 90°C.,Ponga en marcha el motor y deje que se caliente hasta que el refrigerante alcance una temperatura de 80°C a 90°C.
document.mqxliff_1872,Remove the oil filler cap.,Quite el tapón de llenado de aceite.
document.mqxliff_1873,Remove the under skid plate and engine room under cover front.,Extraiga la placa protectora inferior y la cubierta inferior delantera del compartimiento del motor.
document.mqxliff_1874,warning,atención
document.mqxliff_1875,Use care as oil could be hot.,"Tenga cuidado, ya que el aceite puede estar caliente."
document.mqxliff_1876,Remove the oil drain plug to drain oil.,Quite el tapón de drenaje de aceite para vaciar el aceite.
document.mqxliff_1877,"Install a new oil drain plug gasket, and then tighten the drain plug to the specified torque.","Instale la nueva junta del tapón de drenaje de aceite y, luego, apriete el tapón de drenaje al par especificado."
document.mqxliff_1878,Tightening torque:,Par de apriete:
document.mqxliff_1879,39 ± 5 N·m,39 ± 5 N·m
document.mqxliff_1880,Install the under skid plate and engine room under cover front.,Instale la placa protectora inferior y la cubierta inferior delantera del compartimiento del motor.
document.mqxliff_1881,Refill with specified quantity of oil.,Rellene el depósito con la cantidad de aceite especificada.
document.mqxliff_1882,Specified Engine Oil,Aceite de motor especificado
document.mqxliff_1883,ACEA classification:,Clasificación ACEA:
document.mqxliff_1884,"""For service C1, C2, C3 or C4""","""Para servicio C1, C2, C3 o C4"""
document.mqxliff_1885,JASO classification:,Clasificación JASO:
document.mqxliff_1886,"""For service DL-1""","""Para servicio DL-1"""
document.mqxliff_1887,Total quantity (Includes volume inside oil filter and oil cooler):,Cantidad total (incluye el volumen en el interior del filtro de aceite y el enfriador de aceite):
document.mqxliff_1888,<Except vehicles for Russia> 7.4L,"<Excepto vehículos para Rusia> 7,4 l"
document.mqxliff_1889,<Vehicles for Russia> 8.4L,"<Vehículos para Rusia> 8,4 l"
document.mqxliff_1890,note,nota
document.mqxliff_1891,Select engine oil of the proper SAE viscosity number according to the atmospheric temperature.,Seleccione un aceite de motor con el número de viscosidad SAE adecuado en función de la temperatura atmosférica.
document.mqxliff_1892,Install the oil filler cap.,Instale el tapón de llenado de aceite.
document.mqxliff_1893,Check oil level indicate below maximum marking.,Compruebe que el nivel de aceite esté por debajo de la marca máxima.
document.mqxliff_1894,Warm up engine for 10 minutes and wait for further 10 minutes.,Caliente el motor durante 10 minutos y espere durante otros 10.
document.mqxliff_1895,Check that the oil level is between maximum marking and minimum marking.,Compruebe que el nivel de aceite está entre las marcas máxima y mínima.
document.mqxliff_1896,"If no, add the oil until the oil level gauge indicates between maximum marking and minimum marking.","De no ser así, añada aceite hasta que la varilla del nivel de aceite indique que está entre las marcas máxima y mínima."
document.mqxliff_1897,<4N16>,<4N16>
document.mqxliff_1898,Start the engine and allow it to warm up until the temperature of the coolant reaches 80°C to 90°C.,Ponga en marcha el motor y deje que se caliente hasta que el refrigerante alcance una temperatura de 80°C a 90°C.
document.mqxliff_1899,Remove the oil filler cap.,Quite el tapón de llenado de aceite.
document.mqxliff_1900,warning,advertencia
document.mqxliff_1901,Use care as engine oil could be hot.,"Tenga cuidado, ya que el aceite del motor podría estar caliente."
document.mqxliff_1902,Remove the drain plug to drain engine oil.,Quite el tapón de drenaje para vaciar el aceite del motor.
document.mqxliff_1903,"Install a new oil drain plug gasket, and then tighten the drain plug to the specified torque.","Instale la nueva junta del tapón de drenaje de aceite y, luego, apriete el tapón de drenaje al par especificado."
document.mqxliff_1904,Tightening torque:,Par de apriete:
document.mqxliff_1905,39 ± 5 N·m,39 ± 5 N·m
document.mqxliff_1906,Refill with specified quantity of engine oil.,Rellene el depósito con la cantidad de aceite especificada.
document.mqxliff_1907,Specified Engine Oil,Aceite de motor especificado
document.mqxliff_1908,ACEA classification:,Clasificación ACEA:
document.mqxliff_1909,"""For service C1, C2, C3 or C4""","""Para servicio C1, C2, C3 o C4"""
document.mqxliff_1910,JASO classification:,Clasificación JASO:
document.mqxliff_1911,"""For service DL-1""","""Para servicio DL-1"""
document.mqxliff_1912,Total quantity (Includes volume inside oil filter and oil cooler):,Cantidad total (incluye el volumen en el interior del filtro de aceite y el enfriador de aceite):
document.mqxliff_1913,7.3 L,"7,3 l"
document.mqxliff_1914,note,nota
document.mqxliff_1915,Select engine oil of the proper SAE viscosity number according to the atmospheric temperature.,Seleccione un aceite de motor con el número de viscosidad SAE adecuado en función de la temperatura atmosférica.
document.mqxliff_1916,Install the oil filler cap.,Instale el tapón de llenado de aceite.
document.mqxliff_1917,Check oil level indicate below maximum marking.,Compruebe que el nivel de aceite esté por debajo de la marca máxima.
document.mqxliff_1918,Warm up engine for 10 minutes and wait for further 10 minutes.,Caliente el motor durante 10 minutos y espere durante otros 10.
document.mqxliff_1919,Check that the oil level is between maximum marking and minimum marking.,Compruebe que el nivel de aceite está entre las marcas máxima y mínima.
document.mqxliff_1920,"If no, add the engine oil until the oil level gauge indicates between maximum marking and minimum marking.","Si no, agregue aceite de motor hasta el medidor del nivel de aceite indique que se encuentra entre la marca del máximo y la del mínimo."
document.mqxliff_1921,"When replacing the engine oil, reset the remaining distance until the next engine oil change by the following procedures.","Al sustituir el aceite de motor, restablezca la distancia restante hasta el cambio de aceite de motor siguiente mediante los siguientes procedimientos."
document.mqxliff_1922,<Vehicles with colour LCD type (4.2 inch display) combination meter>,"<Vehículos con dispositivo combinado de medición del tipo LCD a color (4,2 pulgadas)>"
document.mqxliff_1923,"Press the engine switch without depressing the brake pedal, and change the operation mode to ""ON"".","Pulse el interruptor del motor sin pisar el pedal del freno y cambie el modo de funcionamiento a ""ON""."
document.mqxliff_1924,"Lightly press the multi information display switches several times to change the display on the information screen to ""Function setting screen"".",Pulse ligeramente los interruptores de la pantalla de información múltiple varias veces para cambiar la pantalla de información a la pantalla de configuración de funciones.
document.mqxliff_1925,"Lightly press the multi information display switches several times to select ""OIL"".","Pulse ligeramente los interruptores de la pantalla de información múltiple varias veces para seleccionar ""OIL""."
document.mqxliff_1926,"Press and hold the multi information display switch (down switch) for approximately 2 seconds or more to select ""RESET"", and the remaining distance is reset with a buzzer sound.","Mantenga pulsado el interruptor de la pantalla de información múltiple (interruptor de reducción) durante aproximadamente 2 segundos o más para seleccionar ""RESET"" (Restablecer), y la distancia restante se restablecerá mediante un indicador sonoro."
document.mqxliff_1927,<Vehicles with colour LCD type (8 inch display) combination meter>,<Vehículos con dispositivo combinado de medición del tipo LCD a color (8 pulgadas)>
document.mqxliff_1928,"Press the engine switch without depressing the brake pedal, and change the operation mode to ""ON"".","Pulse el interruptor del motor sin pisar el pedal del freno y cambie el modo de funcionamiento a ""ON""."
document.mqxliff_1929,"Press the left or right switch several times to change the multi information screen to the ""Function setting display"".","Pulse el interruptor de izquierda a derecha varias veces para cambiar la pantalla de información múltiple a la ""Pantalla de configuración de funciones""."
document.mqxliff_1930,"Tilt the toggle switch up or down to select ""Oil Maintenance"".","Incline el interruptor de conmutación hacia arriba o hacia abajo para seleccionar ""Oil Maintenance"" (Mantenimiento del aceite)."
document.mqxliff_1931,Press and hold the ENTER switch for approximately 3 seconds or more to reset the remaining distance.,Mantenga pulsado el interruptor ENTER durante aproximadamente 3 segundos o más para restablecer la distancia restante.
document.mqxliff_1932,<4D5>,<4D5>
document.mqxliff_1933,Start the engine and allow it to warm up until the temperature of the coolant reaches 80°C to 90°C.,Ponga en marcha el motor y deje que se caliente hasta que el refrigerante alcance una temperatura de 80°C a 90°C.
document.mqxliff_1934,Remove the oil filler cap.,Quite el tapón de llenado de aceite.
document.mqxliff_1935,Remove the under skid plate and engine room under cover front.,Extraiga la placa protectora inferior y la cubierta inferior delantera del compartimiento del motor.
document.mqxliff_1936,warning,atención
document.mqxliff_1937,Use care as oil could be hot.,"Tenga cuidado, ya que el aceite puede estar caliente."
document.mqxliff_1938,Remove the oil drain plug to drain oil.,Quite el tapón de drenaje de aceite para vaciar el aceite.
document.mqxliff_1939,"Install a new oil drain plug gasket, and then tighten the drain plug to the specified torque.","Instale la nueva junta del tapón de drenaje de aceite y, luego, apriete el tapón de drenaje al par especificado."
document.mqxliff_1940,Tightening torque:,Par de apriete:
document.mqxliff_1941,39 ± 5 N·m,39 ± 5 N·m
document.mqxliff_1942,Install the under skid plate and engine room under cover front.,Instale la placa protectora inferior y la cubierta inferior delantera del compartimiento del motor.
document.mqxliff_1943,Refill with specified quantity of oil.,Rellene el depósito con la cantidad de aceite especificada.
document.mqxliff_1944,Specified Engine Oil,Aceite de motor especificado
document.mqxliff_1945,ACEA classification:,Clasificación ACEA:
document.mqxliff_1946,"""For service A1/B1, A3/B3, A3/B4 or A5/B5""","""Para servicio A1/B1, A3/B3, A3/B4 o A5/B5"""
document.mqxliff_1947,API classification:,Clasificación API:
document.mqxliff_1948,"""For service CD or higher""","""Para servicio CD o superior"""
document.mqxliff_1949,Total quantity (Includes volume inside oil filter and oil cooler):,Cantidad total (incluye el volumen en el interior del filtro de aceite y el enfriador de aceite):
document.mqxliff_1950,6.4L,6.4L
document.mqxliff_1951,note,nota
document.mqxliff_1952,Select engine oil of the proper SAE viscosity number according to the atmospheric temperature.,Seleccione un aceite de motor con el número de viscosidad SAE adecuado en función de la temperatura atmosférica.
document.mqxliff_1953,Install the oil filler cap.,Instale el tapón de llenado de aceite.
document.mqxliff_1954,Check oil level.,Compruebe el nivel de aceite.
document.mqxliff_1955,REPLACE ENGINE OIL FILTER,CAMBIO DEL FILTRO DE ACEITE DEL MOTOR
document.mqxliff_1956,<6B3>,<6B3>
document.mqxliff_1957,Remove the oil drain plug to drain engine oil.,Quite el tapón de drenaje de aceite para vaciar el aceite del motor.
document.mqxliff_1958,Use special tool oil filter wrench (,Utilice la llave de filtros de aceite (herramienta especial 
document.mqxliff_1959,Clean the oil filter installing surface on the cylinder block side.,Limpie la superficie de instalación del filtro de aceite del lado del bloque de cilindros.
document.mqxliff_1960,Apply a small amount of engine oil to the new oil filter gasket.,Aplique una pequeña cantidad de aceite de motor a la nueva junta del filtro de aceite.
document.mqxliff_1961,"For the specified tightening torque, refer to the caution label attached on the oil filter.","Para conocer el par de apriete especificado, consulte la etiqueta de precaución del filtro de aceite."
document.mqxliff_1962,Tighten the oil filter until the gasket contacts with the installation surface.,Apriete el filtro de aceite hasta que la junta se asiente en la superficie de instalación.
document.mqxliff_1963,"In the same manner as removal, use special tool oil filter wrench (","Al igual que en el proceso de extracción, utilice la llave del filtro de aceite (herramienta especial "
document.mqxliff_1964,Install the oil drain plug and refill the engine oil.,Vuelva a colocar el tapón de drenaje de aceite y añada aceite de motor.
document.mqxliff_1965,"Rev the engine a few times, and check to be sure that no engine oil leaks from the installation section of the oil filter.",Revolucione el motor varias veces y compruebe que no existen fugas de aceite en la sección de instalación del filtro de aceite.
document.mqxliff_1966,<4N15>,<4N15>
document.mqxliff_1967,Remove the oil drain plug to drain engine oil.,Quite el tapón de drenaje de aceite para vaciar el aceite del motor.
document.mqxliff_1968,Use special tool oil filter wrench (,Utilice la llave de filtros de aceite (herramienta especial 
document.mqxliff_1969,Clean the oil filter installing surface on the cylinder block side.,Limpie la superficie de instalación del filtro de aceite del lado del bloque de cilindros.
document.mqxliff_1970,Apply a small amount of engine oil to the new oil filter gasket.,Aplique una pequeña cantidad de aceite de motor a la nueva junta del filtro de aceite.
document.mqxliff_1971,"For the specified tightening torque, refer to the caution label attached on the oil filter.","Para conocer el par de apriete especificado, consulte la etiqueta de precaución del filtro de aceite."
document.mqxliff_1972,Tighten the oil filter until the gasket contacts with the installation surface.,Apriete el filtro de aceite hasta que la junta se asiente en la superficie de instalación.
document.mqxliff_1973,"In the same manner as removal, use special tool oil filter wrench (","Al igual que en el proceso de extracción, utilice la llave del filtro de aceite (herramienta especial "
document.mqxliff_1974,Install the oil drain plug and refill the engine oil.,Vuelva a colocar el tapón de drenaje de aceite y añada aceite de motor.
document.mqxliff_1975,"Rev the engine a few times, and check to be sure that no engine oil leaks from the installation section of the oil filter.",Revolucione el motor varias veces y compruebe que no existen fugas de aceite en la sección de instalación del filtro de aceite.
document.mqxliff_1976,<4N16>,<4N16>
document.mqxliff_1977,Remove the oil drain plug to drain engine oil.,Quite el tapón de drenaje de aceite para vaciar el aceite del motor.
document.mqxliff_1978,caution,precaución
document.mqxliff_1979,Place a rag or the like under the oil gutter to prevent the oil from dripping on to the surrounding parts.,Coloque un paño o similar debajo de la canaleta de aceite para evitar que gotee hacia las partes circundantes.
document.mqxliff_1980,Use special tool oil filter wrench (,Utilice la llave del filtro de aceite (herramienta especial )
document.mqxliff_1981,Clean the oil filter installing surface on the oil filter bracket side.,Limpie la superficie de instalación del filtro de aceite en el lado del soporte del filtro de aceite.
document.mqxliff_1982,Apply a small amount of engine oil to the new oil filter gasket.,Aplique una pequeña cantidad de aceite de motor a la nueva junta del filtro de aceite.
document.mqxliff_1983,"For the specified tightening torque, refer to the caution label attached on the oil filter.","Para conocer el par de apriete especificado, consulte la etiqueta de precaución del filtro de aceite."
document.mqxliff_1984,Tighten the oil filter until the gasket contacts with the installation surface.,Apriete el filtro de aceite hasta que la junta se asiente en la superficie de instalación.
document.mqxliff_1985,"In the same manner as removal, use special tool oil filter wrench (","Al igual que en el proceso de extracción, utilice la llave del filtro de aceite (herramienta especial "
document.mqxliff_1986,Tightening torque:,Par de apriete:
document.mqxliff_1987,Approximately 1 turn (14 ± 2 N·m),Aproximadamente 1 vuelta (14 ± 2 N·m)
document.mqxliff_1988,Install the oil drain plug and refill the engine oil.,Vuelva a colocar el tapón de drenaje de aceite y añada aceite de motor.
document.mqxliff_1989,"Rev the engine a few times, and check to be sure that no engine oil leaks from the installation section of the oil filter.",Revolucione el motor varias veces y compruebe que no existen fugas de aceite en la sección de instalación del filtro de aceite.
document.mqxliff_1990,<4D5>,<4D5>
document.mqxliff_1991,Remove the oil drain plug to drain engine oil.,Quite el tapón de drenaje de aceite para vaciar el aceite del motor.
document.mqxliff_1992,Remove the bracket for the battery wiring harness to ensure working space to gain access to the oil filter.,Extraiga el soporte del mazo de cables de la batería para habilitar espacio para trabajar y obtener acceso al filtro de aceite.
document.mqxliff_1993,Use special tool oil filter wrench (,Utilice la llave de filtros de aceite (herramienta especial 
document.mqxliff_1994,Remove the oil filter through the right wheel house.,Extraiga el filtro de aceite a través del paso de la rueda derecha.
document.mqxliff_1995,Clean the oil filter installing surface on the cylinder block side.,Limpie la superficie de instalación del filtro de aceite del lado del bloque de cilindros.
document.mqxliff_1996,Apply a small amount of engine oil to the new oil filter gasket.,Aplique una pequeña cantidad de aceite de motor a la nueva junta del filtro de aceite.
document.mqxliff_1997,"For the specified tightening torque, refer to the caution label attached on the oil filter.","Para conocer el par de apriete especificado, consulte la etiqueta de precaución del filtro de aceite."
document.mqxliff_1998,Tighten the oil filter until the gasket contacts with the installation surface.,Apriete el filtro de aceite hasta que la junta se asiente en la superficie de instalación.
document.mqxliff_1999,"In the same manner as removal, use special tool oil filter wrench (","Al igual que en el proceso de extracción, utilice la llave del filtro de aceite (herramienta especial "
document.mqxliff_2000,Install the oil drain plug and refill the engine oil.,Vuelva a colocar el tapón de drenaje de aceite y añada aceite de motor.
document.mqxliff_2001,"Rev the engine a few times, and check to be sure that no engine oil leaks from the installation section of the oil filter.",Revolucione el motor varias veces y compruebe que no existen fugas de aceite en la sección de instalación del filtro de aceite.
document.mqxliff_2002,CHECK CO CONCENTRATION,COMPROBACIÓN DE LA CONCENTRACIÓN DE CO
document.mqxliff_2003,(PETROL-POWERED VEHICLES),(VEHÍCULOS CON MOTOR DE GASOLINA)
document.mqxliff_2004,<6B3>,<6B3>
document.mqxliff_2005,"Before inspection, set the vehicle to the pre-inspection condition.","Antes de realizar la inspección, adecue el vehículo a la condición previa a la inspección."
document.mqxliff_2006,"Turn the ignition switch to the ""LOCK"" (OFF) position and then connect the M.U.T.-III to the diagnosis connector.","Sitúe el interruptor de encendido en la posición ""LOCK"" (OFF) antes de conectar el M.U.T.-III al conector de diagnóstico."
document.mqxliff_2007,Set the timing light to the timing pick-up loop (white) of No. 1 ignition coil.,Coloque la lámpara estroboscópica en el bucle de recepción de la distribución (blanco) de la bobina de encendido N.° 1.
document.mqxliff_2008,Start the engine and let it run at idle.,Arranque el motor y déjelo funcionar al ralentí.
document.mqxliff_2009,Check that ignition timing is at the standard value.,Compruebe que la puesta a punto del encendido esté dentro de los valores normales.
document.mqxliff_2010,Standard value:,Valor normal:
document.mqxliff_2011,approximately 10° BTDC,aproximadamente 10° BTDC
document.mqxliff_2012,note,nota
document.mqxliff_2013,The ignition timing may fluctuate within ±7°.,La puesta a punto del encendido puede fluctuar en ±7°.
document.mqxliff_2014,This is normal.,Esto es normal.
document.mqxliff_2015,note,nota
document.mqxliff_2016,"In higher altitude, the ignition timing is more advanced than the standard value by approximately 5°.","A mayor altitud, la puesta a punto del encendido superará el valor normal en unos 5°."
document.mqxliff_2017,note,nota
document.mqxliff_2018,"Wait till approximately 1 minute passes after the engine started, and check the ignition timing when the engine stabilized.",Espere aproximadamente 1 minuto después de arrancar el motor y compruebe la puesta a punto del encendido cuando el motor se haya estabilizado.
document.mqxliff_2019,Check the idle speed.,Compruebe el régimen del motor al ralentí.
document.mqxliff_2020,Standard value:,Valor normal:
document.mqxliff_2021,650 ± 100 r/min,650 ± 100 rpm
document.mqxliff_2022,note,nota
document.mqxliff_2023,The idle speed is controlled automatically by the idle speed control system.,El sistema de control del régimen al ralentí controla automáticamente el régimen al ralentí.
document.mqxliff_2024,note,nota
document.mqxliff_2025,"When using the M.U.T.-III, select item No. 2 and take a reading of the idle speed.","Si se utiliza el M.U.T.-III, seleccione el elemento N.° 2 y tome la lectura del régimen al ralentí."
document.mqxliff_2026,"If the idle speed is outside the standard value, inspect the MPI system.","Si el régimen de ralentí no está dentro del valor normal, inspeccione el sistema MPI."
document.mqxliff_2027,Race the engine a few times.,Acelere el motor unas cuantas veces.
document.mqxliff_2028,"Set the CO, HC tester.","Prepare el dispositivo de comprobación de CO, HC."
document.mqxliff_2029,Check the CO contents and the HC contents at idle.,Compruebe el contenido de CO y de HC al ralentí.
document.mqxliff_2030,Standard value,Valor normal
document.mqxliff_2031,CO contents:,Contenido de CO:
document.mqxliff_2032,0.3 % or less,"0,3% o menos"
document.mqxliff_2033,HC contents:,Contenido de HC:
document.mqxliff_2034,200 ppm or less,200 ppm o menos
document.mqxliff_2035,"If there is a deviation from the standard value, inspect the MPI system.","Si hay variación con relación a los valores normales, compruebe el sistema MPI."
document.mqxliff_2036,"Remove the HC, CO tester and timing light.",Retire la lámpara estroboscópica y el dispositivo de comprobación de CO y de HC.
document.mqxliff_2037,"Turn the ignition switch to the ""LOCK"" (OFF) position and then remove the M.U.T.-III.","Antes de desconectar el M.U.T.-III, sitúe el interruptor de encendido en la posición ""LOCK"" (OFF)."
document.mqxliff_2038,CHECK EXHAUST GAS RECIRCULATION (EGR) SYSTEM,COMPROBACIÓN DEL SISTEMA DE RECIRCULACIÓN DE GASES DE ESCAPE (EGR)
document.mqxliff_2039,<6B3>,<6B3>
document.mqxliff_2040,CHECKING THE OPERATION SOUND,COMPROBACIÓN DEL RUIDO DE FUNCIONAMIENTO
document.mqxliff_2041,Check that the operation sound of the stepper motor can be heard from the exhaust gas recirculation valve when the ignition switch is turned ON (without starting the engine).,Compruebe que se puede oír el ruido de funcionamiento del motor paso a paso desde la válvula de recirculación de gases de escape después de girar el interruptor de encendido a la posición ON (sin arrancar el motor).
document.mqxliff_2042,"If the operation sound cannot be heard, inspect the drive circuit of the stepper motor.","Si no se puede oír el ruido de funcionamiento, compruebe el circuito de accionamiento del motor paso a paso."
document.mqxliff_2043,note,nota
document.mqxliff_2044,"If the circuit is normal, either the stepper motor or the engine-ECU may have failed.","Si el circuito es normal, es posible que falle el motor paso a paso o la ECU del motor."
document.mqxliff_2045,CHECKING THE COIL RESISTANCE,COMPROBACIÓN DE LA RESISTENCIA DE LA BOBINA
document.mqxliff_2046,Remove the exhaust gas recirculation valve.,Desmonte la válvula de recirculación de los gases de escape.
document.mqxliff_2047,Measure the resistance between terminal No. 2 and either terminal No. 1 or terminal No. 3 of the connector at the exhaust gas recirculation valve.,Mida la resistencia entre el terminal 2 y los terminales 1 ó 3 del conector de la válvula de recirculación de gases de escape.
document.mqxliff_2048,Standard value:,Valor normal:
document.mqxliff_2049,20 - 24 Ω (at 20°C),20 - 24 Ω (a 20 °C)
document.mqxliff_2050,Measure the resistance between terminal No. 5 and either terminal No. 6 or terminal No. 4 of the connector at the exhaust gas recirculation valve.,Mida la resistencia entre el terminal 5 y los terminales 6 ó 4 del conector de la válvula de recirculación de gases de escape.
document.mqxliff_2051,Standard value:,Valor normal:
document.mqxliff_2052,20 - 24 Ω (at 20°C),20 - 24 Ω (a 20 °C)
document.mqxliff_2053,"If the voltage deviates from the standard value, replace the exhaust gas recirculation valve.","Si la tensión se desvía del valor normal, sustituya la válvula de recirculación de los gases de escape."
document.mqxliff_2054,note,nota
document.mqxliff_2055,For removal and installation of the exhaust gas recirculation valve.,Para la extracción e instalación de la válvula de recirculación de los gases de escape.
document.mqxliff_2056,OPERATION CHECK,COMPROBACIÓN DEL FUNCIONAMIENTO
document.mqxliff_2057,Remove the exhaust gas recirculation valve.,Desmonte la válvula de recirculación de los gases de escape.
document.mqxliff_2058,Attach a special tool test harness (,Acople un mazo de cables de pruebas (
document.mqxliff_2059,caution,precaución
document.mqxliff_2060,Connecting battery voltage to the exhaust gas recirculation valve for a long term could damage the coil.,La aplicación de tensión de la batería a la válvula de recirculación de los gases de escape durante un período de tiempo prolongado podría dañar la bobina.
document.mqxliff_2061,Connect the positive (+) terminal of the battery to terminal No. 2.,Conecte el terminal positivo (+) de la batería al terminal 2.
document.mqxliff_2062,"Connect terminals No. 1 and No. 3 to the negative (-) terminal of the battery, in order to test whether the stepper motor vibrates (with a slight shudder), indicating that the stepper motor is operating.","Conecte los terminales 1 y 3 al terminal negativo (-) de la batería con el fin de probar las vibraciones del motor paso a paso (con un ligero toque), indicando que el motor paso a paso está en funcionamiento."
document.mqxliff_2063,caution,precaución
document.mqxliff_2064,Connecting battery voltage to the exhaust gas recirculation valve for a long term could damage the coil.,La aplicación de tensión de la batería a la válvula de recirculación de los gases de escape durante un período de tiempo prolongado podría dañar la bobina.
document.mqxliff_2065,Connect the positive (+) terminal of the battery to terminal No. 5.,Conecte el terminal positivo (+) de la batería al terminal 5.
document.mqxliff_2066,"Connect terminals No. 4 and No. 6 to the negative (-) terminal of the battery, in order to test whether the stepper motor vibrates (with a slight shudder), indicating that the stepper motor is operating.","Conecte los terminales 4 y 6 al terminal negativo (-) de la batería con el fin de probar las vibraciones del motor paso a paso (con un ligero toque), indicando que el motor paso a paso está en funcionamiento."
document.mqxliff_2067,"If a vibration can be felt during the test, the stepper motor is normal.","Si puede sentirse alguna vibración durante la prueba, el motor paso a paso funciona con normalidad."
document.mqxliff_2068,Install the exhaust gas recirculation valve.,Instale la válvula de recirculación de los gases de escape.
document.mqxliff_2069,CLEANING THE EXHAUST GAS RECIRCULATION VALVE,LIMPIEZA DE LA VÁLVULA DE RECIRCULACIÓN DE LOS GASES DE ESCAPE
document.mqxliff_2070,caution,precaución
document.mqxliff_2071,"Do not use a solvent or detergent, which could enter the motor and cause it to malfunction.","No utilice un disolvente o detergente, ya que podrían alcanzar el motor y averiarlo."
document.mqxliff_2072,Remove the exhaust gas recirculation valve and check that the exhaust gas recirculation valve is not stuck or clogged with carbon deposits.,Retire la válvula de recirculación de los gases de escape y compruebe que no está atascada ni presenta restos de carbono.
document.mqxliff_2073,Use a wire brush to clean the valve if necessary.,"En caso necesario, utilice un cepillo de alambre para limpiar la válvula."
